1644425731994,251,377,628,373,408,217,66,136
1644425732182,262,476,734,414,399,239,78,141
1644425732183,262,476,734,414,399,239,78,141
1644425732372,288,523,718,440,413,231,85,151
1644425732373,288,523,718,440,413,231,85,151
1644425732525,246,518,713,487,445,227,74,130
1644425732673,273,538,704,547,345,284,94,154
1644425732822,268,586,665,537,417,324,110,161
1644425732971,278,512,558,500,428,340,116,162
1644425733119,288,467,557,513,463,376,119,173
1644425733269,293,471,561,495,465,393,124,178
1644425733408,275,441,584,415,479,363,120,169
1644425733535,297,418,632,386,429,347,113,176
1644425733682,286,426,629,411,483,360,109,175
1644425733683,286,426,629,411,483,360,109,175
1644425733833,274,420,596,411,452,320,101,158
1644425733979,264,396,573,406,431,296,96,158
1644425734124,256,420,587,431,459,350,105,145
1644425734251,256,420,580,443,485,345,105,153
1644425734378,250,397,596,451,445,301,94,152
1644425734506,242,411,634,424,452,304,97,151
1644425734632,268,440,655,422,446,316,99,158
1644425734633,268,440,655,422,446,316,99,158
1644425734765,280,460,585,419,395,252,86,161
1644425734766,280,460,585,419,395,252,86,161
1644425734902,247,448,585,388,314,229,81,137
1644425734903,247,448,585,388,314,229,81,137
1644425735029,265,445,574,356,282,242,87,154
1644425735156,273,464,580,318,335,260,94,167
1644425735281,276,469,565,344,364,243,95,166
1644425735407,256,399,559,325,397,230,87,157
1644425735548,280,384,511,333,450,268,96,179
1644425735549,280,384,511,333,450,268,96,179
1644425735675,281,407,483,340,463,275,104,187
1644425735676,281,407,483,340,463,275,104,187
1644425735744,264,411,423,344,437,259,96,180
1644425735745,264,411,423,344,437,259,96,180
1644425735750,245,386,383,288,401,277,100,179
1644425735756,292,364,468,278,381,276,109,229
1644425735760,275,352,461,245,327,256,100,214
1644425735766,249,325,483,255,323,234,91,190
1644425735771,245,285,530,255,318,227,90,185
1644425735772,245,285,530,255,318,227,90,185
1644425735777,238,299,541,242,496,244,83,181
1644425735782,186,399,500,268,518,241,68,115
1644425735786,214,444,472,285,539,245,69,118
1644425735787,214,444,472,285,539,245,69,118
1644425735792,228,440,478,254,538,252,64,122
1644425735797,240,437,453,268,540,299,79,142
1644425735802,274,457,478,273,441,280,84,162
1644425735808,318,447,523,266,412,297,101,203
1644425735813,296,412,548,259,461,279,99,198
1644425735817,289,442,683,243,451,268,99,197
