1644513865697,130,271,89,62,190,101,50,134
1644513865844,133,256,77,57,160,90,53,112
1644513865845,133,256,77,57,160,90,53,112
1644513865985,136,259,68,61,151,85,54,111
1644513866121,126,211,60,43,187,92,53,112
1644513866249,120,210,61,45,208,107,55,111
1644513866376,125,249,53,43,203,107,51,113
1644513866502,128,243,52,42,199,113,47,116
1644513866630,127,236,50,42,207,109,49,122
1644513866780,135,266,62,53,207,120,51,128
1644513866924,129,292,63,56,196,101,46,127
1644513866925,129,292,63,56,196,101,46,127
1644513867053,128,257,64,60,212,108,50,126
1644513867182,160,294,71,62,211,104,48,167
1644513867307,174,307,79,64,212,114,53,181
1644513867308,174,307,79,64,212,114,53,181
1644513867436,168,275,71,58,169,91,48,173
1644513867567,162,246,67,59,174,89,48,167
1644513867693,160,258,64,58,161,78,40,157
1644513867820,144,224,62,63,174,99,44,125
1644513867947,130,204,51,60,171,95,36,104
1644513868096,128,216,59,57,171,94,37,103
1644513868229,124,229,61,57,200,97,35,102
1644513868355,121,235,64,65,194,94,40,99
1644513868482,92,224,57,59,184,75,39,86
1644513868628,85,223,60,59,186,77,38,88
1644513868766,88,207,56,62,183,74,40,96
1644513868912,89,198,56,53,108,85,53,93
1644513869053,81,158,52,42,106,94,52,93
1644513869197,79,193,62,51,150,94,51,85
1644513869339,103,254,69,50,146,87,53,88
1644513869481,106,259,69,44,147,88,53,96
1644513869487,114,259,69,46,149,76,46,104
1644513869494,126,273,69,61,158,72,46,119
1644513869499,131,243,58,55,152,78,47,126
1644513869505,114,205,52,55,147,79,48,130
1644513869510,112,199,45,63,164,85,47,129
1644513869516,111,199,47,62,163,102,62,139
1644513869517,111,199,47,62,163,102,62,139
1644513869522,132,176,49,51,150,110,61,143
1644513869523,132,176,49,51,150,110,61,143
1644513869527,127,172,49,51,132,107,63,139
1644513869529,127,172,49,51,132,107,63,139
1644513869534,124,155,47,60,191,119,61,124
1644513869540,121,171,50,52,178,132,66,117
1644513869545,134,173,45,52,176,123,48,120
1644513869551,116,176,45,47,176,111,48,120
1644513869552,116,176,45,47,176,111,48,120
1644513869557,114,216,52,47,164,108,45,117
1644513869562,110,198,47,33,101,97,44,116
1644513869568,108,201,47,32,115,100,47,115
1644513869574,119,188,50,39,132,96,56,140
1644513869579,107,186,51,39,139,101,57,124
1644513869583,109,136,45,39,133,108,58,140
1644513869590,139,136,44,42,162,108,59,169
1644513869595,142,134,45,46,171,82,50,170
1644513869601,113,135,43,42,157,93,56,132
1644513869606,114,131,38,41,150,92,53,133
1644513869612,132,142,37,39,153,85,52,125
1644513869617,138,142,46,39,190,97,58,121
1644513869618,138,142,46,39,190,97,58,121
1644513869624,143,116,43,35,175,103,57,129
1644513869629,143,114,41,36,200,116,56,129
1644513869634,144,171,45,39,217,121,57,129
1644513869640,130,164,46,47,226,120,58,123
1644513869646,128,170,38,44,171,110,53,106
1644513869647,128,170,38,44,171,110,53,106
1644513869652,140,239,45,45,184,112,56,100
1644513869653,140,239,45,45,184,112,56,100
1644513869658,151,307,59,46,194,85,48,103
1644513869663,154,296,62,48,191,75,47,107
1644513869668,157,300,65,42,184,77,46,108
1644513869674,147,307,66,41,184,83,46,109
1644513869680,129,355,78,43,168,81,43,107
1644513869686,126,358,82,38,130,109,50,108
1644513869692,127,373,83,33,107,105,52,104
1644513869697,128,404,87,39,121,106,52,116
1644513869698,128,404,87,39,121,106,52,116
