1643731192096,111,186,148,444,283,90,79,95
1643731192245,109,177,136,392,258,78,71,94
1643731192392,74,145,127,442,254,83,59,63
1643731192541,57,82,127,417,256,83,48,43
1643731192689,48,67,116,340,245,101,53,52
1643731192838,52,68,116,333,211,104,60,57
1643731192966,50,62,118,330,194,106,63,62
1643731193092,52,57,115,267,191,109,66,61
1643731193218,55,54,110,275,210,157,83,63
1643731193350,54,47,108,272,187,156,91,55
1643731193351,54,47,108,272,187,156,91,55
1643731193501,48,45,113,289,217,155,88,49
1643731193651,40,42,118,273,232,161,90,43
1643731193798,34,37,120,282,238,200,101,39
1643731193799,34,37,120,282,238,200,101,39
1643731193948,36,38,120,296,247,209,111,44
1643731194080,33,42,117,300,277,228,107,40
1643731194206,34,47,122,295,254,251,161,41
1643731194336,40,52,123,280,245,269,172,48
1643731194487,41,53,115,253,243,255,177,50
1643731194637,39,57,113,225,188,251,167,50
1643731194766,39,59,127,202,133,262,206,61
1643731194767,39,59,127,202,133,262,206,61
1643731194892,38,54,119,177,122,324,205,62
1643731194893,38,54,119,177,122,324,205,62
1643731195024,33,49,110,148,122,318,223,61
1643731195025,33,49,110,148,122,318,223,61
1643731195157,32,48,115,173,113,329,249,60
1643731195294,29,39,114,199,128,309,245,58
1643731195427,27,33,96,185,131,306,227,48
1643731195566,28,31,106,185,123,227,212,48
1643731195701,28,36,103,187,120,238,198,49
1643731195702,28,36,103,187,120,238,198,49
1643731195837,30,38,98,172,122,236,167,51
1643731195977,30,36,88,139,113,310,173,49
1643731196112,30,33,87,153,107,303,166,50
1643731196113,30,33,87,153,107,303,166,50
1643731196261,31,34,71,161,112,308,167,47
1643731196262,31,34,71,161,112,308,167,47
1643731196463,30,29,88,160,135,355,190,41
1643731196470,31,28,87,160,160,357,211,42
1643731196477,32,45,103,174,160,301,228,43
1643731196482,33,51,108,165,160,309,228,39
1643731196489,33,56,107,150,169,338,233,45
1643731196494,33,55,96,142,155,311,211,48
1643731196500,32,59,96,150,141,311,187,46
1643731196506,32,49,83,131,138,312,184,50
1643731196512,31,45,81,127,142,295,199,52
1643731196517,30,52,98,138,134,328,187,49
1643731196523,30,51,94,136,121,315,203,48
1643731196529,31,47,104,119,108,296,205,45
1643731196534,30,53,108,122,140,312,190,39
1643731196540,31,54,112,125,140,321,217,44
1643731196546,30,41,102,120,140,256,211,42
1643731196552,30,50,100,114,152,231,196,40
1643731196557,27,51,89,110,150,232,198,42
1643731196563,26,47,84,129,134,202,205,41
1643731196569,26,49,82,146,145,187,173,36
1643731196575,25,48,74,136,154,211,179,40
1643731196580,25,41,71,153,158,248,200,40
1643731196586,28,40,68,151,156,243,201,39
1643731196592,29,38,60,134,141,247,198,38
1643731196598,27,33,56,100,119,242,187,35
1643731196603,28,37,56,100,110,243,180,34
1643731196609,28,35,56,77,92,206,151,33
1643731196615,27,36,58,94,106,207,137,35
1643731196621,26,40,61,98,106,216,135,35
1643731196626,27,40,55,104,108,217,125,34
1643731196632,29,41,61,102,97,197,151,38
1643731196638,31,41,59,104,93,207,163,41
1643731196644,30,39,58,115,76,219,191,42
1643731196654,28,34,53,111,79,237,199,45
1643731196659,28,33,48,111,83,233,208,47
1643731196663,24,27,39,114,92,232,192,41
1643731196669,21,26,40,109,95,231,187,36
1643731196674,22,27,37,83,100,214,159,34
1643731196678,26,31,41,99,98,178,155,34
1643731196679,26,31,41,99,98,178,155,34
1643731196685,28,33,44,117,103,193,149,37
1643731196690,29,32,45,117,105,183,147,41
1643731196694,32,33,44,122,102,181,177,48
1643731196699,31,33,51,122,95,176,204,50
1643731196705,29,29,49,118,98,171,192,50
1643731196711,26,28,46,99,92,151,188,46
1643731196716,29,29,45,99,85,204,198,47
1643731196717,29,29,45,99,85,204,198,47
1643731196723,28,26,43,105,90,192,167,40
1643731196729,27,24,40,136,99,198,147,41
1643731196733,26,22,39,133,97,210,145,39
1643731196734,26,22,39,133,97,210,145,39
1643731196740,28,22,45,139,96,222,145,42
1643731196746,24,21,44,143,106,154,137,39
1643731196754,29,25,46,143,110,187,132,47
1643731196762,33,30,43,118,117,201,122,51
1643731196763,33,30,43,118,117,201,122,51
1643731196769,33,30,41,127,129,246,157,52
1643731196770,33,30,41,127,129,246,157,52
1643731196777,32,30,38,132,132,248,161,50
1643731196784,33,30,39,129,122,245,155,48
1643731196791,27,28,37,125,114,229,164,40
1643731196798,22,22,37,118,106,234,164,33
1643731196805,23,25,40,107,106,192,135,33
1643731196813,22,25,34,90,112,188,123,30
1643731196820,20,27,40,118,113,192,120,32
1643731196828,21,28,50,114,111,181,112,37
1643731196835,20,28,49,121,115,181,114,35
1643731196842,23,28,50,122,113,160,107,38
1643731196850,23,29,53,127,102,141,110,39
1643731196857,24,28,49,102,112,229,157,41
1643731196864,26,27,45,105,111,245,171,42
1643731196873,26,28,45,104,105,233,168,43
1643731196881,24,27,41,102,109,239,168,37
1643731196882,24,27,41,102,109,239,168,37
1643731196889,24,26,41,110,111,242,173,38
1643731196898,25,25,38,106,114,167,143,35
1643731196906,22,24,30,107,139,161,118,29
1643731196907,22,24,30,107,139,161,118,29
1643731196914,20,22,29,102,136,154,106,27
1643731196915,20,22,29,102,136,154,106,27
1643731196922,22,21,30,106,121,171,133,30
1643731196931,24,21,26,97,132,197,143,36
1643731196932,24,21,26,97,132,197,143,36
1643731196939,23,23,32,95,119,206,131,34
1643731196940,23,23,32,95,119,206,131,34
1643731196946,25,22,33,83,86,186,134,34
1643731196954,26,25,34,85,88,188,153,36
1643731196962,24,24,33,89,87,164,137,36
1643731196963,24,24,33,89,87,164,137,36
1643731196970,26,26,38,89,67,214,130,33
1643731196971,26,26,38,89,67,214,130,33
1643731196977,26,25,35,93,81,206,130,33
1643731196985,25,26,36,95,99,206,137,37
1643731196986,25,26,36,95,99,206,137,37
1643731196993,24,23,34,92,93,201,122,35
1643731197001,28,26,38,94,104,212,118,40
1643731197008,24,23,32,85,112,128,109,38
1643731197014,26,24,32,80,108,119,124,43
1643731197015,26,24,32,80,108,119,124,43
1643731197021,28,25,34,91,100,148,133,44
1643731197027,30,29,36,89,109,161,130,45
1643731197032,26,28,31,74,110,164,123,38
1643731197038,28,29,32,77,106,171,134,41
